1,0.0640315,1.00754,0.0606409,0.00386491
2,0.0680727,1.98955,0.118928,0.0165769
3,0.0726475,2.97442,0.178216,0.0378852
4,0.0776269,3.97415,0.235774,0.0726753
5,0.0854954,4.98271,0.297336,0.128639
6,0.091749,5.96391,0.353273,0.193988
7,0.102956,7.01053,0.416867,0.304867
8,0.116485,7.95486,0.47583,0.450857
9,0.126386,9.00564,0.532228,0.605782
10,0.148104,9.87921,0.588783,0.874458
11,0.175403,11.1558,0.670042,1.287
12,0.233968,12.1678,0.735865,2.11081
13,0.259577,13.2066,0.78058,2.64889
14,0.374218,14.0146,0.833673,4.4115
15,0.572216,15.0886,0.902092,7.7306
16,1.90161,15.9873,0.969866,29.4313
17,9.45662,16.9348,0.998311,160.754
18,21.3816,16.4458,0.999034,381.688
19,35.8029,16.7345,0.998626,676.206
20,47.8204,16.8876,1,937.434
21,57.901,16.6071,0.999739,1235.88
22,69.4748,16.8285,0.99968,1547.88
23,85.184,16.4672,0.999993,1955.59
24,92.8032,16.6699,0.999823,2179.24
25,101.194,16.8004,0.999811,2586.18
26,96.5566,17.3854,0.999933,2484.03
27,111.626,16.6548,1,2995.14
28,123.418,16.5613,1,3429.62
29,128.3,16.8157,0.999953,3721.99
30,132.464,16.7088,1,3993.17
